applicant_position,sex_code,sex_group,group,nearest_other_group_position,nearest_other_sex_code,nearest_other_sex_group,nearest_other_group,feature_distance,original_probability,neighbour_probability,probability_difference,original_actual_default,neighbour_actual_default
489,1,Male,Male (SEX=1),229,2,Female,Female (SEX=2),0.9041880925246318,0.39835054,0.40066248,0.0023119400000000123,0,1
491,1,Male,Male (SEX=1),2565,2,Female,Female (SEX=2),1.5238450059753026,0.49568465,0.51210445,0.01641980000000004,1,1
494,1,Male,Male (SEX=1),3536,2,Female,Female (SEX=2),0.9982578061796393,0.06640376,0.04446265,0.021941110000000007,0,0
496,1,Male,Male (SEX=1),4017,2,Female,Female (SEX=2),2.215654549421436,0.24676183,0.21972357,0.02703825999999998,0,0
501,1,Male,Male (SEX=1),3917,2,Female,Female (SEX=2),0.6499700784240141,0.100744516,0.15115283,0.05040831399999998,1,1
502,1,Male,Male (SEX=1),4990,2,Female,Female (SEX=2),1.8456723581264973,0.8210827,0.7984606,0.02262210000000009,1,1
504,1,Male,Male (SEX=1),3178,2,Female,Female (SEX=2),1.0615516238219687,0.1836556,0.21014062,0.026485019999999998,0,0
506,1,Male,Male (SEX=1),454,2,Female,Female (SEX=2),1.3884082403194076,0.34150848,0.6535892,0.31208072,1,0
507,1,Male,Male (SEX=1),3287,2,Female,Female (SEX=2),2.6145849780989883,0.05498425,0.093871616,0.03888736600000001,0,0
509,1,Male,Male (SEX=1),1320,2,Female,Female (SEX=2),2.2270240614738603,0.3581281,0.36321837,0.005090270000000008,0,0
512,1,Male,Male (SEX=1),678,2,Female,Female (SEX=2),2.179713389869267,0.2179072,0.20758247,0.010324730000000004,1,1
514,1,Male,Male (SEX=1),4382,2,Female,Female (SEX=2),0.6046877159611658,0.09244954,0.11210096,0.019651420000000003,0,0
515,1,Male,Male (SEX=1),4375,2,Female,Female (SEX=2),0.7453626572608414,0.077646114,0.117402926,0.039756812,0,0
516,1,Male,Male (SEX=1),4270,2,Female,Female (SEX=2),2.279858692019256,0.10014372,0.10195145,0.0018077299999999935,0,0
517,1,Male,Male (SEX=1),3646,2,Female,Female (SEX=2),0.39767588224232264,0.19213851,0.1346309,0.057507610000000015,0,0
520,1,Male,Male (SEX=1),5486,2,Female,Female (SEX=2),0.7326766444068377,0.14430887,0.12803128,0.01627759000000001,1,0
521,1,Male,Male (SEX=1),2366,2,Female,Female (SEX=2),1.0800453100300391,0.12533899,0.15292652,0.02758753,0,0
526,1,Male,Male (SEX=1),5255,2,Female,Female (SEX=2),2.827410025731166,0.36303595,0.22746325,0.1355727,0,1
531,1,Male,Male (SEX=1),1066,2,Female,Female (SEX=2),1.4181902490485345,0.09404505,0.12140287,0.02735781999999999,0,0
533,1,Male,Male (SEX=1),27,2,Female,Female (SEX=2),1.5417842242057318,0.08979731,0.13210446,0.04230715,0,0
539,1,Male,Male (SEX=1),1603,2,Female,Female (SEX=2),3.0044406614556225,0.09452538,0.044891115,0.049634265000000004,0,0
542,1,Male,Male (SEX=1),5001,2,Female,Female (SEX=2),1.3475149052144162,0.25465637,0.31560996,0.06095359,0,0
544,1,Male,Male (SEX=1),1598,2,Female,Female (SEX=2),1.2466949549478203,0.29921904,0.37212572,0.07290668,1,1
545,1,Male,Male (SEX=1),1066,2,Female,Female (SEX=2),0.7157435966853164,0.17120303,0.12140287,0.04980016000000001,1,0
550,1,Male,Male (SEX=1),4374,2,Female,Female (SEX=2),0.2516057577043848,0.22749715,0.14875844,0.07873871000000002,0,0
551,1,Male,Male (SEX=1),1264,2,Female,Female (SEX=2),2.458019893497325,0.7577504,0.74177396,0.01597644000000009,1,1
552,1,Male,Male (SEX=1),2208,2,Female,Female (SEX=2),3.495694505327046,0.047567807,0.047900833,0.00033302600000000016,0,0
558,1,Male,Male (SEX=1),1060,2,Female,Female (SEX=2),1.7229920068918743,0.6767079,0.72812,0.05141209999999996,1,0
563,1,Male,Male (SEX=1),1967,2,Female,Female (SEX=2),3.4570185681881007,0.097785234,0.16023907,0.06245383600000001,0,0
564,1,Male,Male (SEX=1),5529,2,Female,Female (SEX=2),3.0857166189281093,0.78846216,0.71614736,0.07231480000000001,1,0
566,1,Male,Male (SEX=1),3762,2,Female,Female (SEX=2),1.2451880945742224,0.17005278,0.18818173,0.018128950000000005,0,0
570,1,Male,Male (SEX=1),4603,2,Female,Female (SEX=2),1.8536743201416492,0.06931866,0.062087342,0.007231318000000007,1,0
575,1,Male,Male (SEX=1),792,2,Female,Female (SEX=2),2.01417157751902,0.09115268,0.061175987,0.029976693,0,0
581,1,Male,Male (SEX=1),2593,2,Female,Female (SEX=2),0.979527211190687,0.102797106,0.105991185,0.0031940790000000024,0,0
582,1,Male,Male (SEX=1),3892,2,Female,Female (SEX=2),2.3374310328914296,0.70188266,0.6847491,0.017133559999999992,0,1
590,1,Male,Male (SEX=1),4482,2,Female,Female (SEX=2),0.4500035201330179,0.20148362,0.17341685,0.02806676999999999,0,0
591,1,Male,Male (SEX=1),3957,2,Female,Female (SEX=2),0.6655942005889165,0.08516,0.09678426,0.011624259999999997,1,0
594,1,Male,Male (SEX=1),4577,2,Female,Female (SEX=2),0.40980727882930995,0.1864564,0.18835711,0.00190071,0,0
595,1,Male,Male (SEX=1),246,2,Female,Female (SEX=2),2.0859683789017995,0.060766257,0.12708311,0.06631685300000001,0,1
597,1,Male,Male (SEX=1),413,2,Female,Female (SEX=2),1.8984350487613966,0.44091013,0.29491693,0.1459932,0,0
598,1,Male,Male (SEX=1),1878,2,Female,Female (SEX=2),4.127778409738347,0.30357096,0.26232946,0.041241499999999987,1,0
599,1,Male,Male (SEX=1),3730,2,Female,Female (SEX=2),2.26815215548544,0.14052178,0.21777618,0.0772544,0,0
601,1,Male,Male (SEX=1),4389,2,Female,Female (SEX=2),2.2362033752237127,0.21597524,0.2439958,0.02802056,1,0
603,1,Male,Male (SEX=1),5686,2,Female,Female (SEX=2),1.5299734059340746,0.11172407,0.09527016,0.01645390999999999,0,0
604,1,Male,Male (SEX=1),5083,2,Female,Female (SEX=2),0.4078319641783089,0.053317722,0.058815755,0.005498032999999999,0,0
605,1,Male,Male (SEX=1),3987,2,Female,Female (SEX=2),2.3004305927438957,0.2332403,0.1364827,0.0967576,0,0
609,1,Male,Male (SEX=1),2858,2,Female,Female (SEX=2),0.7066386472073972,0.1308384,0.13446546,0.0036270600000000153,0,0
610,1,Male,Male (SEX=1),3071,2,Female,Female (SEX=2),0.69381432426818,0.11484435,0.13451143,0.01966707999999999,1,0
613,1,Male,Male (SEX=1),816,2,Female,Female (SEX=2),1.1566064930792124,0.10596467,0.13334222,0.027377550000000014,0,0
614,1,Male,Male (SEX=1),2004,2,Female,Female (SEX=2),1.4341092178932353,0.69754434,0.7502133,0.05266895999999999,1,0
615,1,Male,Male (SEX=1),3769,2,Female,Female (SEX=2),2.1608755467824103,0.044691026,0.049605757,0.004914730999999999,0,0
616,1,Male,Male (SEX=1),3929,2,Female,Female (SEX=2),2.9432434906038076,0.069071524,0.09128236,0.02221083600000001,1,0
617,1,Male,Male (SEX=1),1839,2,Female,Female (SEX=2),1.9742893720245576,0.064203754,0.040656522,0.023547232,0,0
618,1,Male,Male (SEX=1),1932,2,Female,Female (SEX=2),1.8463478527597739,0.27470127,0.23368955,0.04101172,0,0
619,1,Male,Male (SEX=1),4419,2,Female,Female (SEX=2),4.480792153852134,0.053487178,0.03865006,0.014837118000000003,0,0
620,1,Male,Male (SEX=1),1477,2,Female,Female (SEX=2),0.27517247732631717,0.25457835,0.17625318,0.07832517,0,0
622,1,Male,Male (SEX=1),5630,2,Female,Female (SEX=2),1.0787886629378012,0.1637486,0.18474256,0.020993960000000006,0,0
623,1,Male,Male (SEX=1),3175,2,Female,Female (SEX=2),0.8668463158365589,0.065633476,0.06562001,1.3465999999989764e-05,0,0
626,1,Male,Male (SEX=1),3048,2,Female,Female (SEX=2),2.680674730186109,0.5218988,0.52766454,0.005765739999999964,1,1
628,1,Male,Male (SEX=1),495,2,Female,Female (SEX=2),2.0544417393580465,0.3267744,0.33859032,0.01181591999999998,0,0
629,1,Male,Male (SEX=1),5153,2,Female,Female (SEX=2),1.7170475057182295,0.14900184,0.16508858,0.016086740000000016,1,0
630,1,Male,Male (SEX=1),3974,2,Female,Female (SEX=2),2.115733325208068,0.12565991,0.079870485,0.04578942500000001,1,0
632,1,Male,Male (SEX=1),3205,2,Female,Female (SEX=2),1.3793664163817072,0.097810246,0.0992352,0.0014249539999999922,0,0
633,1,Male,Male (SEX=1),1787,2,Female,Female (SEX=2),0.911236870071113,0.047858946,0.050106823,0.0022478770000000023,0,0
634,1,Male,Male (SEX=1),5644,2,Female,Female (SEX=2),2.63306938512742,0.29659137,0.26243034,0.03416103000000004,0,1
637,1,Male,Male (SEX=1),1198,2,Female,Female (SEX=2),3.2121753554532195,0.03243301,0.025303518,0.007129491999999998,0,0
638,1,Male,Male (SEX=1),5602,2,Female,Female (SEX=2),6.926203208885792,0.09758471,0.04864965,0.04893506,0,0
642,1,Male,Male (SEX=1),1432,2,Female,Female (SEX=2),1.4760645867488724,0.14467558,0.08457473,0.06010085,0,1
644,1,Male,Male (SEX=1),5013,2,Female,Female (SEX=2),1.386403153965062,0.11682414,0.099593855,0.017230285000000012,0,0
645,1,Male,Male (SEX=1),1881,2,Female,Female (SEX=2),5.050992391926071,0.6359852,0.60491526,0.031069940000000074,0,0
646,1,Male,Male (SEX=1),3217,2,Female,Female (SEX=2),1.5806752446517136,0.13243991,0.081942864,0.05049704599999999,0,0
647,1,Male,Male (SEX=1),1157,2,Female,Female (SEX=2),4.696023077909531,0.10444995,0.15065895,0.046209000000000014,0,0
648,1,Male,Male (SEX=1),917,2,Female,Female (SEX=2),2.2446129903094256,0.34984672,0.44560695,0.09576023,0,0
649,1,Male,Male (SEX=1),3767,2,Female,Female (SEX=2),0.16653655027224135,0.21725105,0.18589358,0.03135747,0,0
653,1,Male,Male (SEX=1),2830,2,Female,Female (SEX=2),0.9478576849834357,0.29163998,0.30586874,0.014228759999999951,0,0
656,1,Male,Male (SEX=1),271,2,Female,Female (SEX=2),1.2522423893798973,0.067407615,0.05289529,0.014512325000000006,0,0
661,1,Male,Male (SEX=1),3687,2,Female,Female (SEX=2),2.888233492281691,0.13216655,0.22353663,0.09137007999999999,0,0
663,1,Male,Male (SEX=1),946,2,Female,Female (SEX=2),1.5625402386580072,0.65497214,0.3886786,0.26629354000000005,1,0
664,1,Male,Male (SEX=1),875,2,Female,Female (SEX=2),3.5875975288588555,0.25974843,0.17814945,0.08159897999999999,0,0
671,1,Male,Male (SEX=1),244,2,Female,Female (SEX=2),2.5999193542513215,0.7869779,0.7755959,0.011382000000000003,1,0
673,1,Male,Male (SEX=1),2938,2,Female,Female (SEX=2),1.2919750400244063,0.12420316,0.13878714,0.014583979999999996,0,0
682,1,Male,Male (SEX=1),3024,2,Female,Female (SEX=2),2.864302133129775,0.715965,0.7106327,0.0053322999999999565,0,1
683,1,Male,Male (SEX=1),3654,2,Female,Female (SEX=2),1.0282650357842957,0.33814815,0.40845293,0.07030478000000001,0,0
687,1,Male,Male (SEX=1),4436,2,Female,Female (SEX=2),0.26259303382682214,0.16477486,0.2745596,0.10978474000000002,0,0
691,1,Male,Male (SEX=1),821,2,Female,Female (SEX=2),1.6112650574224872,0.20500082,0.13519974,0.06980107999999999,1,1
694,1,Male,Male (SEX=1),2166,2,Female,Female (SEX=2),0.779988129414937,0.1395731,0.12489956,0.014673539999999999,0,1
695,1,Male,Male (SEX=1),2855,2,Female,Female (SEX=2),2.615281376224208,0.12641284,0.06677317,0.05963966999999999,0,0
700,1,Male,Male (SEX=1),5271,2,Female,Female (SEX=2),2.655477561997765,0.19584239,0.103932425,0.09190996500000001,0,0
703,1,Male,Male (SEX=1),5104,2,Female,Female (SEX=2),1.5430990245907785,0.12210677,0.08106167,0.0410451,0,0
705,1,Male,Male (SEX=1),1752,2,Female,Female (SEX=2),1.325788109385877,0.23183478,0.09208056,0.13975421999999998,1,0
709,1,Male,Male (SEX=1),4553,2,Female,Female (SEX=2),0.969465415174251,0.11033244,0.12200652,0.01167407999999999,0,0
710,1,Male,Male (SEX=1),2927,2,Female,Female (SEX=2),1.990591090275547,0.17887372,0.29300082,0.11412709999999998,0,0
712,1,Male,Male (SEX=1),5820,2,Female,Female (SEX=2),0.7632829954433544,0.16477825,0.1177639,0.04701434999999998,0,0
713,1,Male,Male (SEX=1),1480,2,Female,Female (SEX=2),2.6939941442701376,0.044258263,0.07882157,0.034563306999999995,0,0
714,1,Male,Male (SEX=1),3226,2,Female,Female (SEX=2),0.4813467443778562,0.17158195,0.17320912,0.0016271699999999834,0,0
716,1,Male,Male (SEX=1),4366,2,Female,Female (SEX=2),2.1570921389741025,0.19979613,0.17380853,0.0259876,1,0
719,1,Male,Male (SEX=1),2697,2,Female,Female (SEX=2),3.046033591495261,0.7204561,0.72864556,0.008189459999999982,1,0
720,1,Male,Male (SEX=1),1732,2,Female,Female (SEX=2),0.7170583979872955,0.09332045,0.12282089,0.029500440000000003,0,0
722,1,Male,Male (SEX=1),1980,2,Female,Female (SEX=2),1.082920660611865,0.09200904,0.0931748,0.0011657600000000018,0,0
724,1,Male,Male (SEX=1),3201,2,Female,Female (SEX=2),1.6139488601401384,0.77651256,0.7917612,0.015248640000000035,1,1
730,1,Male,Male (SEX=1),3039,2,Female,Female (SEX=2),2.5365105414006255,0.7334267,0.49353555,0.23989115,0,0
731,1,Male,Male (SEX=1),5259,2,Female,Female (SEX=2),2.5139122267337224,0.09933377,0.074131995,0.025201774999999996,0,0
732,1,Male,Male (SEX=1),4388,2,Female,Female (SEX=2),1.4319199056833358,0.6327957,0.6636123,0.030816600000000083,1,1
734,1,Male,Male (SEX=1),4503,2,Female,Female (SEX=2),1.7887106170551144,0.084694915,0.09684019,0.012145275000000011,0,0
735,1,Male,Male (SEX=1),210,2,Female,Female (SEX=2),1.6992359846028717,0.11174378,0.11802642,0.006282640000000006,0,0
737,1,Male,Male (SEX=1),5154,2,Female,Female (SEX=2),1.1935271443227076,0.16255541,0.16675827,0.004202859999999975,1,0
738,1,Male,Male (SEX=1),2747,2,Female,Female (SEX=2),2.1339720496412857,0.038815945,0.040392652,0.0015767070000000036,0,0
739,1,Male,Male (SEX=1),5695,2,Female,Female (SEX=2),1.9519731714394128,0.124882005,0.0639424,0.06093960500000001,0,0
740,1,Male,Male (SEX=1),2046,2,Female,Female (SEX=2),0.708820356075872,0.1226394,0.123975255,0.0013358550000000108,0,0
746,1,Male,Male (SEX=1),5251,2,Female,Female (SEX=2),2.109753810884321,0.7468936,0.6853512,0.0615424,1,1
748,1,Male,Male (SEX=1),747,2,Female,Female (SEX=2),1.3296002336529902,0.101273775,0.07867521,0.022598565,0,0
749,1,Male,Male (SEX=1),3793,2,Female,Female (SEX=2),1.291562979395497,0.74179816,0.7465521,0.0047539400000000676,0,1
750,1,Male,Male (SEX=1),5788,2,Female,Female (SEX=2),2.570951302449031,0.13444132,0.11726756,0.017173759999999996,0,0
752,1,Male,Male (SEX=1),3502,2,Female,Female (SEX=2),0.26564223724896197,0.3024659,0.32210442,0.019638519999999993,0,1
753,1,Male,Male (SEX=1),5089,2,Female,Female (SEX=2),3.513509906637287,0.16589095,0.2167147,0.05082375,0,0
754,1,Male,Male (SEX=1),49,2,Female,Female (SEX=2),1.6713102083895022,0.37907067,0.31131,0.06776067000000002,0,0
755,1,Male,Male (SEX=1),1530,2,Female,Female (SEX=2),0.9120706574173558,0.20670912,0.19915792,0.007551200000000008,0,0
759,1,Male,Male (SEX=1),1685,2,Female,Female (SEX=2),0.9431730949338045,0.1114181,0.112397805,0.0009797049999999974,0,0
760,1,Male,Male (SEX=1),1904,2,Female,Female (SEX=2),2.0989433332840166,0.17068142,0.12383748,0.04684394,0,1
761,1,Male,Male (SEX=1),1526,2,Female,Female (SEX=2),0.430139315000503,0.11075451,0.10143829,0.00931622,0,0
766,1,Male,Male (SEX=1),151,2,Female,Female (SEX=2),4.1073672168900375,0.46022117,0.5901862,0.12996502999999998,1,1
768,1,Male,Male (SEX=1),4270,2,Female,Female (SEX=2),2.181085890608681,0.11644577,0.10195145,0.014494320000000005,1,0
770,1,Male,Male (SEX=1),3179,2,Female,Female (SEX=2),1.05682027117752,0.20250957,0.23155393,0.02904435999999999,0,1
771,1,Male,Male (SEX=1),3067,2,Female,Female (SEX=2),2.4967406852022322,0.080555044,0.051277205,0.029277839000000007,0,0
772,1,Male,Male (SEX=1),1385,2,Female,Female (SEX=2),2.1018796066152254,0.67703515,0.64667165,0.030363499999999988,1,1
775,1,Male,Male (SEX=1),971,2,Female,Female (SEX=2),2.0740852863164565,0.24119318,0.42833918,0.18714599999999998,0,1
784,1,Male,Male (SEX=1),4483,2,Female,Female (SEX=2),0.5151228969842241,0.08913684,0.1314218,0.04228496000000001,0,0
786,1,Male,Male (SEX=1),1533,2,Female,Female (SEX=2),0.996489062811332,0.36008587,0.34732035,0.012765519999999975,1,1
787,1,Male,Male (SEX=1),4627,2,Female,Female (SEX=2),0.7955643036957316,0.04981327,0.05930749,0.009494219999999998,0,0
789,1,Male,Male (SEX=1),4544,2,Female,Female (SEX=2),0.7621319644341458,0.13635074,0.116506115,0.019844625000000005,0,1
790,1,Male,Male (SEX=1),5706,2,Female,Female (SEX=2),3.6853586808847747,0.07104861,0.048816647,0.022231963,0,0
795,1,Male,Male (SEX=1),3223,2,Female,Female (SEX=2),1.1713590249931372,0.35196126,0.35403174,0.0020704799999999857,0,1
802,1,Male,Male (SEX=1),1147,2,Female,Female (SEX=2),1.9615415214153438,0.17503898,0.10747498,0.06756400000000001,1,1
811,1,Male,Male (SEX=1),2958,2,Female,Female (SEX=2),4.020991306284831,0.09935122,0.072752535,0.02659868500000001,0,0
812,1,Male,Male (SEX=1),1553,2,Female,Female (SEX=2),0.3332190453192038,0.2500359,0.21864022,0.03139567999999998,0,0
813,1,Male,Male (SEX=1),1037,2,Female,Female (SEX=2),0.26544396400190057,0.32702473,0.3233357,0.003689029999999982,1,0
814,1,Male,Male (SEX=1),4591,2,Female,Female (SEX=2),1.1472930172013092,0.06660221,0.06316002,0.0034421899999999978,0,0
817,1,Male,Male (SEX=1),1806,2,Female,Female (SEX=2),2.992018650953536,0.7075979,0.7379022,0.03030429999999995,0,0
818,1,Male,Male (SEX=1),5556,2,Female,Female (SEX=2),2.382106292159503,0.32725444,0.3242298,0.0030246399999999674,0,1
822,1,Male,Male (SEX=1),5052,2,Female,Female (SEX=2),0.45835584090854786,0.17032985,0.17870198,0.008372130000000005,0,0
824,1,Male,Male (SEX=1),3248,2,Female,Female (SEX=2),1.6871862978723162,0.34921497,0.34708562,0.00212935000000003,0,1
826,1,Male,Male (SEX=1),4455,2,Female,Female (SEX=2),2.964002008806908,0.36939704,0.3810892,0.011692160000000007,1,1
828,1,Male,Male (SEX=1),1508,2,Female,Female (SEX=2),2.5509954042548704,0.5521066,0.45326915,0.09883745,0,1
829,1,Male,Male (SEX=1),5735,2,Female,Female (SEX=2),2.1192279611885243,0.19946812,0.19475396,0.004714159999999995,0,1
830,1,Male,Male (SEX=1),5670,2,Female,Female (SEX=2),2.406465208527391,0.17982255,0.20747866,0.02765611000000001,0,0
831,1,Male,Male (SEX=1),704,2,Female,Female (SEX=2),1.3511378054909085,0.069007576,0.059907895,0.009099680999999998,0,0
832,1,Male,Male (SEX=1),1330,2,Female,Female (SEX=2),2.2194903220704725,0.26576528,0.30117923,0.03541395000000003,0,0
833,1,Male,Male (SEX=1),5008,2,Female,Female (SEX=2),2.7547554536382144,0.3072271,0.3466807,0.03945360000000003,0,1
836,1,Male,Male (SEX=1),4470,2,Female,Female (SEX=2),2.715184244416746,0.26831108,0.13502993,0.13328115,0,0
837,1,Male,Male (SEX=1),3941,2,Female,Female (SEX=2),2.1150340474101124,0.057705794,0.06680791,0.009102116,0,0
838,1,Male,Male (SEX=1),3803,2,Female,Female (SEX=2),0.6617086448866263,0.08339197,0.09176972,0.008377750000000003,1,0
839,1,Male,Male (SEX=1),2139,2,Female,Female (SEX=2),1.4854216440223353,0.13178088,0.25741044,0.12562956000000003,1,0
841,1,Male,Male (SEX=1),5078,2,Female,Female (SEX=2),0.7506300784236458,0.26808706,0.29234725,0.024260190000000015,0,0
843,1,Male,Male (SEX=1),2280,2,Female,Female (SEX=2),0.8964286715250703,0.23582435,0.20246573,0.03335861999999998,0,0
844,1,Male,Male (SEX=1),1051,2,Female,Female (SEX=2),0.9857563423309692,0.17063594,0.14841394,0.02222200000000002,0,0
848,1,Male,Male (SEX=1),5797,2,Female,Female (SEX=2),2.7993587165858727,0.16094345,0.13733494,0.02360851,0,1
849,1,Male,Male (SEX=1),1295,2,Female,Female (SEX=2),1.6492870879802055,0.12616166,0.12190499,0.004256670000000004,0,0
850,1,Male,Male (SEX=1),940,2,Female,Female (SEX=2),1.6049321847732054,0.21935833,0.19676466,0.022593669999999982,1,0
854,1,Male,Male (SEX=1),1041,2,Female,Female (SEX=2),1.7459243195361989,0.11968274,0.03303568,0.08664706,0,0
858,1,Male,Male (SEX=1),4726,2,Female,Female (SEX=2),1.032529066593814,0.187552,0.1814221,0.006129899999999994,0,0
861,1,Male,Male (SEX=1),2365,2,Female,Female (SEX=2),0.2564068019218759,0.17001475,0.20998356,0.03996881000000002,0,0
864,1,Male,Male (SEX=1),1389,2,Female,Female (SEX=2),1.156983727326703,0.19270799,0.25265923,0.05995124000000002,0,0
866,1,Male,Male (SEX=1),3900,2,Female,Female (SEX=2),1.8110402222422939,0.65770715,0.34168544,0.31602171,0,0
867,1,Male,Male (SEX=1),5545,2,Female,Female (SEX=2),1.73340235033528,0.45756796,0.4538511,0.0037168599999999885,1,1
870,1,Male,Male (SEX=1),5716,2,Female,Female (SEX=2),0.38604488498871414,0.21630408,0.2397076,0.023403519999999983,0,0
871,1,Male,Male (SEX=1),792,2,Female,Female (SEX=2),1.4832653633387427,0.051750567,0.061175987,0.009425420000000004,0,0
874,1,Male,Male (SEX=1),2561,2,Female,Female (SEX=2),0.7406227071939453,0.35064104,0.34667343,0.00396761000000001,1,1
879,1,Male,Male (SEX=1),2689,2,Female,Female (SEX=2),2.1830592211787585,0.03241372,0.03964593,0.007232210000000003,0,0
881,1,Male,Male (SEX=1),10,2,Female,Female (SEX=2),2.378805522383554,0.69605666,0.6528306,0.043226059999999955,0,0
883,1,Male,Male (SEX=1),5785,2,Female,Female (SEX=2),1.2212253355365257,0.08543144,0.105135664,0.019704224000000006,0,0
884,1,Male,Male (SEX=1),2566,2,Female,Female (SEX=2),1.362895014004597,0.2923131,0.14411698,0.14819612,0,1
887,1,Male,Male (SEX=1),1553,2,Female,Female (SEX=2),0.38768745419066974,0.30548996,0.21864022,0.08684974000000001,0,0
889,1,Male,Male (SEX=1),3709,2,Female,Female (SEX=2),1.083355506800593,0.059848465,0.048388608,0.011459857000000004,0,0
891,1,Male,Male (SEX=1),4645,2,Female,Female (SEX=2),0.22848844967396495,0.22577688,0.14656894,0.07920794,0,1
896,1,Male,Male (SEX=1),4344,2,Female,Female (SEX=2),1.9094427301392574,0.107091516,0.17578968,0.068698164,0,0
897,1,Male,Male (SEX=1),3189,2,Female,Female (SEX=2),3.3264909522778026,0.5381409,0.73341036,0.19526946,0,0
898,1,Male,Male (SEX=1),873,2,Female,Female (SEX=2),2.840609523120611,0.4028114,0.4658103,0.06299890000000002,1,1
